27532,14994.540583136328
27533,10004.21036889332
27534,8000.623544631307
27535,15062.223592906708
27536,8994.715269804821
27537,14994.540583136328
27538,5715.122580645161
27539,24430.69066503966
27540,8673.953488372093
27541,8994.715269804821
27542,10004.21036889332
27543,10004.21036889332
27544,14994.540583136328
27545,13968.291392904071
27546,8994.715269804821
27547,9199.16423766816
27548,24430.69066503966
27549,13968.291392904071
27550,8994.715269804821
27551,14994.540583136328
27552,24430.69066503966
27553,14767.023044793315
27554,13968.291392904071
27555,24430.69066503966
27556,8994.715269804821
27557,10366.273952095808
27558,14767.023044793315
27559,14767.023044793315
27560,14767.023044793315
27561,14994.540583136328
27562,8994.715269804821
27563,14767.023044793315
27564,14994.540583136328
27565,14994.540583136328
27566,14767.023044793315
27567,13968.291392904071
27568,10891.441002949852
27569,10891.441002949852
27570,8994.715269804821
27571,10366.273952095808
27572,10366.273952095808
27573,15062.223592906708
27574,8994.715269804821
27575,14767.023044793315
27576,14767.023044793315
27577,9199.16423766816
27578,24430.69066503966
27579,14767.023044793315
27580,8994.715269804821
27581,14767.023044793315
27582,14767.023044793315
27583,14994.540583136328
27584,24430.69066503966
27585,9199.16423766816
27586,13968.291392904071
27587,14494.738693467336
27588,14767.023044793315
27589,14994.540583136328
27590,9158.28947368421
27591,14767.023044793315
27592,14994.540583136328
27593,11893.364077669905
27594,14994.540583136328
27595,10891.441002949852
27596,10004.21036889332
27597,8994.715269804821
27598,14994.540583136328
27599,14994.540583136328
27600,13497.56551724138
27601,14767.023044793315
27602,9199.16423766816
27603,12637.47549019608
27604,8000.623544631307
27605,14767.023044793315
27606,7950.794642857143
27607,8994.715269804821
27608,14767.023044793315
27609,10004.21036889332
27610,24430.69066503966
27611,14994.540583136328
27612,14994.540583136328
27613,14767.023044793315
27614,14994.540583136328
27615,9199.16423766816
27616,14994.540583136328
27617,10974.272727272728
27618,15062.223592906708
27619,14994.540583136328
27620,14767.023044793315
27621,14767.023044793315
27622,9199.16423766816
27623,13968.291392904071
27624,14994.540583136328
27625,9199.16423766816
27626,9199.16423766816
27627,13968.291392904071
27628,14767.023044793315
27629,14994.540583136328
27630,14767.023044793315
27631,14767.023044793315
27632,13968.291392904071
27633,13968.291392904071
27634,14994.540583136328
27635,15062.223592906708
27636,10004.21036889332
27637,13968.291392904071
27638,8000.623544631307
27639,9199.16423766816
27640,14994.540583136328
27641,16435.62972972973
27642,24430.69066503966
27643,14994.540583136328
27644,10366.273952095808
27645,14767.023044793315
27646,13968.291392904071
27647,14767.023044793315
27648,24430.69066503966
27649,14994.540583136328
27650,13968.291392904071
27651,13968.291392904071
27652,13968.291392904071
27653,9199.16423766816
27654,9158.28947368421
27655,14767.023044793315
27656,13968.291392904071
27657,24430.69066503966
27658,16435.62972972973
27659,8000.623544631307
27660,8000.623544631307
27661,8994.715269804821
27662,14994.540583136328
27663,14767.023044793315
27664,15062.223592906708
27665,14994.540583136328
27666,14767.023044793315
27667,8994.715269804821
27668,8994.715269804821
27669,14994.540583136328
27670,14994.540583136328
27671,13968.291392904071
27672,8994.715269804821
27673,14767.023044793315
27674,14767.023044793315
27675,13968.291392904071
27676,13968.291392904071
27677,14767.023044793315
27678,15062.223592906708
27679,14994.540583136328
27680,16435.62972972973
27681,14767.023044793315
27682,7885.608562691132
27683,8119.648275862069
27684,14994.540583136328
27685,14767.023044793315
27686,13968.291392904071
27687,18299.08333333333
27688,13968.291392904071
27689,14994.540583136328
27690,13968.291392904071
27691,14994.540583136328
27692,13968.291392904071
27693,9199.16423766816
27694,9199.16423766816
27695,15062.223592906708
27696,13968.291392904071
27697,24430.69066503966
27698,14994.540583136328
27699,9199.16423766816
27700,14994.540583136328
27701,15910.111111111111
27702,14767.023044793315
27703,14767.023044793315
27704,14994.540583136328
27705,14767.023044793315
27706,13968.291392904071
27707,14767.023044793315
27708,9199.16423766816
27709,8994.715269804821
27710,13968.291392904071
27711,14767.023044793315
27712,10004.21036889332
27713,14475.86018237082
27714,15062.223592906708
27715,14994.540583136328
